series_id,family,subgroup,panel,arm,canonical_arm,is_alias,score_path,score_sha256,manifest_path,manifest_sha256,score_length,common_valid
SMAP__G-6,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-6\FINAL_DEFAULT\score.npy,C17BAF0784D8C506EB104E50AAEDA519279A97E6F790EE8E69C0A5610346A611,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-6\IHP1_NCTP1\alias_manifest.json,E7CDB5C35A352832372487898444A6516B522696D29F33968D9FA5ABE77B9377,11521,True
SMAP__G-6,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-6\IHP1_NCTP0\score.npy,8A381A1BB5EADEA176FAA0E1D51AAFB2EE0B1713DF59CCE64B15DB14E2965D02,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-6\IHP1_NCTP0\score_manifest.json,14E3567914B25C80798196ECCC354C1082B7431F7892EE9B02773CE28FFDF4A3,11521,True
SMAP__G-6,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-6\LEGACY_DEFAULT\score.npy,2526636BAD9A70BB6B3E367A0F59597D8E785B67565FD53930BDE0A46BF5D79F,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-6\IHP0_NCTP0\alias_manifest.json,31FC02091109D0438A8307D744F42D3388C088608F4151FDBD04441F58BCD545,11521,True
SMAP__G-6,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-6\IHP0_NCTP1\score.npy,66570DFD827C69BA17CF609BE55BAD92BC8F7BE2981DBF42CCB0FEE14E1F887B,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-6\IHP0_NCTP1\score_manifest.json,8599DAE740CEDF242B69475C13237226DAE8176F53FB5DD7178D55F3F0950547,11521,True
SMAP__G-7,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-7\FINAL_DEFAULT\score.npy,B8EE6ABA28130B04E40729294B2F83C583355765ECB2659435E20E6E3606A8A7,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-7\IHP1_NCTP1\alias_manifest.json,905F2F45410E25F79F3D9BA425D0D02C024AE3B61D399926CFB5CD3A3D2DBE91,10475,True
SMAP__G-7,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-7\IHP1_NCTP0\score.npy,7A31937973198AED5E8DBFC7C730F155532BF9A86EFBB9D8A55721EA036A832B,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-7\IHP1_NCTP0\score_manifest.json,5652D23FA0A3DC08EDEC6300553150871138C9D71A57DE66C9C12D626083FF4D,10475,True
SMAP__G-7,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-7\LEGACY_DEFAULT\score.npy,6C5CAF5D2472A4B031F5397B488880484F7A32BA62EACDB5B67CDC177891C348,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-7\IHP0_NCTP0\alias_manifest.json,B1063EF1F3A95F38F0ABE6A7DA80D6391B6677234B80384AE003D0AAB15F9CD5,10475,True
SMAP__G-7,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-7\IHP0_NCTP1\score.npy,A94CD418D0EACF3A8201E53049D3D4BA8677CFA760F472AF05AF86CBBAEC5EA1,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__G-7\IHP0_NCTP1\score_manifest.json,75223392ABB7FFC5F7A8458FF1405EF072CDF893F542AF94111551DB1993AB7E,10475,True
SMAP__P-1,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-1\FINAL_DEFAULT\score.npy,E4BA881DF122AE707E8BB1299C7D400B9DB01214B15994CC651E2306B8A42E32,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-1\IHP1_NCTP1\alias_manifest.json,0FF9EE0FAD5280F3F4FF60ECC203FA1FE54D8F7619B114B24F49D70A05E63A9B,11377,True
SMAP__P-1,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-1\IHP1_NCTP0\score.npy,C245B8DDCA659DD151FC0AD88A7A635E043FC91A95DB7156412EC15F1817408B,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-1\IHP1_NCTP0\score_manifest.json,B04C136768F41ECBFFD962FCE86E8F02421C239CBA5D47E772EB5F608C0F0A2B,11377,True
SMAP__P-1,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-1\LEGACY_DEFAULT\score.npy,F862549A9870FAB5B0F387DE0B13879D35D54F672151E945B9F016808823FCA6,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-1\IHP0_NCTP0\alias_manifest.json,2F18C57DB35F9FF1BB490402D149E79044F39F13C5F26056E479F16541B4F2F4,11377,True
SMAP__P-1,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-1\IHP0_NCTP1\score.npy,B6CB0AF27FF1996D88CA7FAB07BDEA817C25DF20137AD97F731200DE56780706,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-1\IHP0_NCTP1\score_manifest.json,07F93883321979D833B3C80DAE9835B200FF015BE08AA29CE40C0CF7FF6607D8,11377,True
SMAP__P-3,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-3\FINAL_DEFAULT\score.npy,12530189E179E5E47655E2704E9CE8115A7E33B99D2B125E9C96C9C22981516B,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-3\IHP1_NCTP1\alias_manifest.json,C07E14FA04EE9A09F3063B022CE50DF245C2C5144A0015BD7C99BE21185C57D5,11348,True
SMAP__P-3,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-3\IHP1_NCTP0\score.npy,2F42D69AD88CB54BA1E85C2FD782E332BD4523DD585A58F3EC5032F23CBDA4CB,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-3\IHP1_NCTP0\score_manifest.json,C393317BE08B70EBB419CF32F9D5AAFFF4796BFCC800959FBB5D5618493740A0,11348,True
SMAP__P-3,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-3\LEGACY_DEFAULT\score.npy,4DF427D21780851BADCDD37243821D61A9A06D791C7D6BB8AC5C905FFD90D1A1,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-3\IHP0_NCTP0\alias_manifest.json,141ECFB6DAA6F7727B85F6F7E16009E1472F1DCCBDA7DB04D6178EFC5DA7B6DA,11348,True
SMAP__P-3,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-3\IHP0_NCTP1\score.npy,6F8AEB1CA1275E4014F1C9C0662EBEDA1A2D7C50A80CBC90051CAF8EBAF75FE8,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-3\IHP0_NCTP1\score_manifest.json,942840FE4B37EA0E5AFC3EFC0DF1246E295619D728DECA324CA8EB9CF9C86313,11348,True
SMAP__P-4,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-4\FINAL_DEFAULT\score.npy,EC6CA44217EDF3CC88DA81F051224DC297A74F5A2F340A317DB3019304C844BE,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-4\IHP1_NCTP1\alias_manifest.json,7EC02D44D7A31CE5F0FF2413D6A07688D6E468E0AD5A9E7185C67DC2F97E7209,10392,True
SMAP__P-4,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-4\IHP1_NCTP0\score.npy,9086B77CFE128F137C681E20B17F168B72E6FE702FB12C9F568BDF60176A0306,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-4\IHP1_NCTP0\score_manifest.json,2600E73D94CC549212ACDC07745BD5D2D8D6B5590F311E33B0948FFFFF089947,10392,True
SMAP__P-4,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-4\LEGACY_DEFAULT\score.npy,2D23AFFBE6CD791C43C5B205AD64F6ABBC7423F74E42C212316E853EA7E1E8D7,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-4\IHP0_NCTP0\alias_manifest.json,7F734348DEA32463B4E019D303807B68B984D21094C407AD679A1BA13180F386,10392,True
SMAP__P-4,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-4\IHP0_NCTP1\score.npy,D8DC4718100A0C46762AB29899124D707F88CFFA2F6F1424C2D6A0FBCCD225A8,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-4\IHP0_NCTP1\score_manifest.json,2AE72865816ADF1DE09FCC7AE997D5A78A7A51E24B1B58508ACCE241A00F5074,10392,True
SMAP__P-7,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-7\FINAL_DEFAULT\score.npy,4F8E35A427BF75CAE4F4769CE1CF061ADB500E355931B1B2AED95A780C114899,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-7\IHP1_NCTP1\alias_manifest.json,52E7B35A539A87121932B8B2A3321FE31D1D76ADF42E88D81A8FCD076F0269AA,10924,True
SMAP__P-7,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-7\IHP1_NCTP0\score.npy,DCA19049758B8C27F19ADA024A5647715C12735B63ED5FC30DDBD1A6419E31B6,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-7\IHP1_NCTP0\score_manifest.json,7678661A5D6F5D2E4F21AED29B28D75A387456991F11BAC64E3CE12265F508CF,10924,True
SMAP__P-7,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-7\LEGACY_DEFAULT\score.npy,4A6A6FEF72EFE44A04D06049BEF181B00B282C88F461093F15C6177B8DC438D9,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-7\IHP0_NCTP0\alias_manifest.json,DE724DE18A7308B454C652722AA5989A38B9AF769734406E99D348A7C771F77E,10924,True
SMAP__P-7,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-7\IHP0_NCTP1\score.npy,387684756409E731D36A5589972A1FD949C2CB526F59AF1DFB27209B15809C62,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__P-7\IHP0_NCTP1\score_manifest.json,E9325D6FC718D43730543EB02EED2D0B374217DFFEE031DCA4223D9827722ADA,10924,True
SMAP__R-1,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__R-1\FINAL_DEFAULT\score.npy,9F5CD99F0E64F770B8D2B0F5F52A06BE059553D458CFF398A5088E5CD199283E,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__R-1\IHP1_NCTP1\alias_manifest.json,673EC64FF80895E7D35A8D46DC6B83A2892393B9C93E332282562052DF6F2C5D,10118,True
SMAP__R-1,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__R-1\IHP1_NCTP0\score.npy,4841C5B3F4EAEB0CDA8DF18C5D2C752E8F9563519257FE837921513E49FE9A87,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__R-1\IHP1_NCTP0\score_manifest.json,DB7B1D1CA5EFFFA098804761275226181A68386EDA3C9E448DAD7F9115683ABB,10118,True
SMAP__R-1,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__R-1\LEGACY_DEFAULT\score.npy,F3E3169C81B6B09985C953CE14247473BFAF8AF59D727C581FC49F515441B335,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__R-1\IHP0_NCTP0\alias_manifest.json,365065CD18A86AC9F88425549163390483DA988992D639173F344B5FD860987A,10118,True
SMAP__R-1,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__R-1\IHP0_NCTP1\score.npy,50443446FC3FBE778E357AC4B199A2FD4190B30185A6C9715F078851C115E66E,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__R-1\IHP0_NCTP1\score_manifest.json,B0C40C509653074F0BB8379FDF002200EC28AABADF95609EA37F316928431D04,10118,True
SMAP__S-1,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__S-1\FINAL_DEFAULT\score.npy,60E08B3DBA18BA12F58B22E74E80D296DD277A93C356107057AF8A3BDDF0D939,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__S-1\IHP1_NCTP1\alias_manifest.json,A1B955C1402B4926FF978FEDEB71C67E381ADA98E1B090B93211311C199CB643,10149,True
SMAP__S-1,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__S-1\IHP1_NCTP0\score.npy,01B9DEFB4141D47FEEE52DCB95F3E7213A299EB007F893EE35BDADA4116E8DAF,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__S-1\IHP1_NCTP0\score_manifest.json,4F998D2ECDF3C6CB8C3BE27A7A3813CFE274B64BD7AEDB42826E7C6C3AD2E779,10149,True
SMAP__S-1,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__S-1\LEGACY_DEFAULT\score.npy,03EA81CF3E7CBBC190186B4D0E27E55E8820DCFB98EF3C8B20739BE0D21340B6,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__S-1\IHP0_NCTP0\alias_manifest.json,E798CCC0FB60833004A963241A4341D41BDF42E64AFE1B55DD737FDAD617CFB6,10149,True
SMAP__S-1,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__S-1\IHP0_NCTP1\score.npy,2736113092E7EE4CAA58EB19DBF67E4651918A7D78EF972A6A5C5AF0B8B416DD,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__S-1\IHP0_NCTP1\score_manifest.json,C28F667DD68C58C117306827977D73DAE4A7F71DC6FC6897249A2DD05F185A37,10149,True
SMAP__T-1,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-1\FINAL_DEFAULT\score.npy,0C9D106DAED8D96827DF2EB1DA7F1F2FACB2CE088AB7AF0DB06D0E49930ECC3D,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-1\IHP1_NCTP1\alias_manifest.json,5819E7BD2CA2A3934A977006AE3876DEE404E567BD6EF5302B42BBD243766A06,11487,True
SMAP__T-1,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-1\IHP1_NCTP0\score.npy,83919D9A082E3002BD2B594756D7C3D5E1054859CE7EA860C218B089FE9B3EB8,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-1\IHP1_NCTP0\score_manifest.json,DFE0E056BC1B3F649920AED5032D48B6F502744C3CE0729C97EED2679A289489,11487,True
SMAP__T-1,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-1\LEGACY_DEFAULT\score.npy,358D8FF9BDC263AB2A9D96C3D1E5E7799B7EFDB04D2C0B2F03A53CC2D136FCE4,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-1\IHP0_NCTP0\alias_manifest.json,C1E894EAF40D47680FDFF12BC0D4467087FF9AFAF5B6C0BDA879EC439FCAD4C5,11487,True
SMAP__T-1,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-1\IHP0_NCTP1\score.npy,E288EF384D1C40496A5EE4FB04F82E8DD28C6A570D7F44E92B7E156DD2E462A8,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-1\IHP0_NCTP1\score_manifest.json,DA651181AA732CD498B120C050A6FDF0F570588BE832FEB057B4524B1AD67FE4,11487,True
SMAP__T-2,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-2\FINAL_DEFAULT\score.npy,0B1D31CEA5FAB399074EB410B3C422AB77BFE905B5084013F8EC13DBD3B01CDC,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-2\IHP1_NCTP1\alias_manifest.json,C84E64F1940235A4318CEDDAB8A604CEB725E2E2C6128013A954E22377BAA8D4,11480,True
SMAP__T-2,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-2\IHP1_NCTP0\score.npy,73EF6C572199CBFC4534D590F28D86E64926448FBA556972577FE9D17F3A9397,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-2\IHP1_NCTP0\score_manifest.json,C001A61D718FE7D90E01DB8126248800DEA282BA4F8EBB511073558B55127EEE,11480,True
SMAP__T-2,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-2\LEGACY_DEFAULT\score.npy,89DF0EA8545CF95C30C4B8C1903860D14D99E5AA92D61449403963824731D5A9,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-2\IHP0_NCTP0\alias_manifest.json,1BC0F8FD418447E495125CCFDD2372F250E8865C1CB4ECEDF8DC3156F2023D82,11480,True
SMAP__T-2,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-2\IHP0_NCTP1\score.npy,94244EEBC582FF1099E95614BC53353F1A66B1E4CDF09AE6FC29DFF956099602,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-2\IHP0_NCTP1\score_manifest.json,7F9B1B4101A0FA9D3924AC928A923192858A3E6B356F1B1CC9BB2CF4DA3B48DB,11480,True
SMAP__T-3,NASA,NASA-SMAP,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-3\FINAL_DEFAULT\score.npy,AFEA4F94C160F284F6F3CDCCE1A4541E29B181C89F228F640229AF8824456501,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-3\IHP1_NCTP1\alias_manifest.json,BA5B5E3063D491F96D7FCB330FCDB2C35193D0B1BB51401B433BFFC449623A39,11455,True
SMAP__T-3,NASA,NASA-SMAP,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-3\IHP1_NCTP0\score.npy,B80F09F05FD8919FE58847A4A590AA762A263702473C2DD6AC5E2BD356144E42,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-3\IHP1_NCTP0\score_manifest.json,C8B9294711991DB8338FA2FE30EBA9A3C43635B97D8DC1D6E8E558C7BB8FFA17,11455,True
SMAP__T-3,NASA,NASA-SMAP,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-3\LEGACY_DEFAULT\score.npy,4B05F2F1D35696F5F6FC5D3115916828CCFC38FF04D58F4FFB8C09CB749935CE,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-3\IHP0_NCTP0\alias_manifest.json,BC13AA471BF6D9A7080ACFFE6DE6AAA9275961A19A093C7D1FC09F966F40A131,11455,True
SMAP__T-3,NASA,NASA-SMAP,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-3\IHP0_NCTP1\score.npy,1338973D79FF28435B5BEEBAFD41C3A158DCB91D3571FD2A6DF44740719C41C8,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\SMAP__T-3\IHP0_NCTP1\score_manifest.json,47B83CAFDF5C3E7F4466C8212C001EEECD1A71F5A2EF723A90F095E6929D599C,11455,True
YAHOOA1__real_1,Yahoo,Yahoo-A1,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\YAHOOA1__real_1\FINAL_DEFAULT\score.npy,B6971BCAB9E24283D537168229F9F74F5C1488B72FCFCD9BC7E9C6A3B5A702B3,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\YAHOOA1__real_1\IHP1_NCTP1\alias_manifest.json,BC6636EC4A5DBEDA23A450F7DE2D1EB17FD9C2B7FD9FF50E7244708F7E386C0E,1420,True
YAHOOA1__real_1,Yahoo,Yahoo-A1,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\YAHOOA1__real_1\IHP1_NCTP0\score.npy,33B1C7D5DD72B809BB0BCA616D2A53C996097C6076821C672A1E45DEE94920F6,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\YAHOOA1__real_1\IHP1_NCTP0\score_manifest.json,3368AC2B82A886318D95867FF4EBA2AEAD6EB31811D6D2E49F6E164B5510336F,1420,True
